key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
1704,,,,2019-07-06 00:12:34,,,,,,,,2019-07-06 00:12:34,,2019-07-06 00:12:34,2019-07-06 00:12:34
1705,,,,2019-07-06 00:29:52,,,,,,,,2019-07-06 00:39:16,,2019-07-06 00:35:41,2019-07-06 00:29:52
1706,,,,2019-07-06 01:44:29,,,,,,,,2019-07-06 01:31:25,,2019-07-06 01:12:01,2019-07-06 01:06:19
1707,,,,2019-07-06 01:51:01,,,,,,,,2019-07-06 01:51:01,,2019-07-06 02:00:32,2019-07-06 01:56:37
1708,2019-07-06 02:35:43,,,,,,,,,,,2019-07-06 02:53:45,,2019-07-06 02:35:43,2019-07-06 02:53:45
1709,,,,2019-07-06 03:36:08,,,,,,,,2019-07-06 03:36:08,,2019-07-06 03:36:08,2019-07-06 03:36:08
1710,,,,,,,,,,2019-07-06 04:50:19,,2019-07-06 04:46:01,,2019-07-06 04:34:51,2019-07-06 04:21:45
1711,2019-07-06 04:58:35,,,,,,,,,2019-07-06 05:31:18,,2019-07-06 05:29:04,,2019-07-06 05:17:31,2019-07-06 05:12:27
1712,,,,2019-07-06 06:02:02,,,,,,,,,,2019-07-06 05:58:56,
1713,,,,,,,,,,2019-07-06 06:27:50,,,,,
1714,,,,,,,,,,2019-07-06 06:41:52,,,,2019-07-06 06:41:52,
1715,,,,,,,,,,2019-07-06 07:28:48,,,,,
1716,,,2019-07-06 08:12:40,,,,,,,,,2019-07-06 08:18:49,,2019-07-06 08:12:40,2019-07-06 08:08:43
1717,,,,,,,,,,2019-07-06 09:23:17,,2019-07-06 09:16:46,,2019-07-06 09:10:38,2019-07-06 09:02:14
1718,,,,,,,,,,2019-07-06 09:57:49,,,,,
1719,2019-07-06 10:32:44,,,,,,,,,2019-07-06 10:39:52,,2019-07-06 10:32:44,,2019-07-06 10:21:59,
1720,,,,,,,,,,,,2019-07-06 12:00:51,,2019-07-06 11:58:31,2019-07-06 11:55:38
1721,2019-07-06 12:30:47,,2019-07-06 12:48:02,2019-07-06 12:45:49,,,,,,,,2019-07-06 12:38:30,,2019-07-06 12:30:47,2019-07-06 12:22:17
1722,,,2019-07-06 13:23:53,,,,,,,,,,,2019-07-06 13:20:37,
1723,2019-07-06 13:44:06,,2019-07-06 13:44:06,,,,,,,,,2019-07-06 14:03:12,,2019-07-06 13:44:06,2019-07-06 14:03:12
1724,2019-07-06 14:36:09,,2019-07-06 14:55:29,,,,,,,,,2019-07-06 14:51:45,,2019-07-06 14:46:10,2019-07-06 14:36:09
1725,,,,2019-07-06 15:39:37,,,,,,,,2019-07-06 15:33:25,,2019-07-06 15:24:11,2019-07-06 15:14:51
1726,2019-07-06 15:51:32,,,2019-07-06 16:18:32,,,,,,,,2019-07-06 16:33:51,,2019-07-06 16:18:32,2019-07-06 16:02:36
1727,2019-07-06 17:17:20,,,2019-07-06 17:17:20,,,,,,,,2019-07-06 17:10:05,,2019-07-06 16:55:34,
1728,,,2019-07-06 18:30:19,,,,,,,,,2019-07-06 18:22:12,,2019-07-06 18:18:36,2019-07-06 18:09:28
1729,,,2019-07-06 19:29:52,,,,,,,,,2019-07-06 19:29:52,,2019-07-06 19:29:52,2019-07-06 19:00:15
1730,2019-07-06 19:46:02,,2019-07-06 19:46:02,,,,,,,,,2019-07-06 20:06:10,,2019-07-06 19:58:52,2019-07-06 19:53:09
1731,,,2019-07-06 20:31:42,,,,,,,,,2019-07-06 20:42:37,,2019-07-06 20:37:49,2019-07-06 20:31:42
1732,,,2019-07-06 20:52:10,2019-07-06 21:09:03,,,,,,,,2019-07-06 21:03:09,,2019-07-06 20:59:36,2019-07-06 20:52:10
1733,,,2019-07-06 21:40:04,,,,,,,,,2019-07-06 21:31:26,,2019-07-06 21:40:04,2019-07-06 21:31:26
1734,,,,2019-07-06 22:01:19,,,,,,,,2019-07-06 22:01:19,,2019-07-06 22:01:19,2019-07-06 22:01:19
1735,,,,2019-07-06 22:48:16,,,,,,,,2019-07-06 22:48:16,,2019-07-06 22:45:52,2019-07-06 22:38:52
1736,,,,2019-07-06 22:58:17,,,,,,,,2019-07-06 23:03:14,,2019-07-06 23:06:54,2019-07-06 23:03:14
1737,,,,2019-07-06 23:32:46,,,,,,,,2019-07-06 23:37:14,,2019-07-06 23:32:46,2019-07-06 23:28:00
1738,,,,2019-07-07 00:03:34,,,,,,,,2019-07-07 00:03:34,,2019-07-06 23:58:23,2019-07-06 23:54:09
1739,,,,2019-07-07 00:25:47,,,,,,,,2019-07-07 00:25:47,,2019-07-07 00:34:30,2019-07-07 00:25:47
1740,,,,2019-07-07 01:00:27,,,,,,,,2019-07-07 01:10:57,,2019-07-07 01:00:27,2019-07-07 00:55:10
1741,,,,2019-07-07 01:25:09,,,,,,,,2019-07-07 01:25:09,,2019-07-07 01:48:26,2019-07-07 01:37:23
1742,,,,2019-07-07 02:17:29,,,,,,,,2019-07-07 02:10:28,,2019-07-07 02:17:29,2019-07-07 02:10:28
1743,,,,,,,,,,,,2019-07-07 04:23:03,,2019-07-07 04:18:43,
1744,,,,,,,,,,,,2019-07-07 04:52:20,,2019-07-07 04:45:43,
1745,,,,,,,,,,,,2019-07-07 05:29:30,,2019-07-07 05:23:43,
1746,,,,,,,,,,,,2019-07-07 05:56:18,,2019-07-07 05:47:49,
1747,,,,,,,,,,,,2019-07-07 06:45:42,,2019-07-07 06:37:43,
1748,,,,,,,,,,,,2019-07-07 07:11:54,,2019-07-07 07:05:18,
1749,,,,,,,,,,,2019-07-07 07:56:08,2019-07-07 07:53:12,,2019-07-07 07:49:56,2019-07-07 07:43:11
1750,,,2019-07-07 08:30:59,2019-07-07 08:28:36,,,,,,,,2019-07-07 08:23:25,,2019-07-07 08:18:10,2019-07-07 08:15:16
1751,,,2019-07-07 09:33:57,,,,,,,,,2019-07-07 09:31:21,,2019-07-07 09:28:30,2019-07-07 09:14:09
1752,,,2019-07-07 15:43:03,,,,,,,,,2019-07-07 15:35:07,,2019-07-07 15:29:09,2019-07-07 15:24:30
1753,,,2019-07-07 16:20:03,,,,,,,,,2019-07-07 16:12:16,,2019-07-07 16:07:00,2019-07-07 15:58:27
1754,,,2019-07-07 16:58:55,,,,,,,,,2019-07-07 16:51:16,,2019-07-07 16:48:32,2019-07-07 16:43:06
1755,,,2019-07-07 18:35:15,,2019-07-07 18:35:15,2019-07-07 18:29:55,,,,,,2019-07-07 18:08:03,,2019-07-07 17:59:52,2019-07-07 17:48:42
1756,,,2019-07-07 19:10:02,,2019-07-07 19:21:56,2019-07-07 19:40:36,,,,,,2019-07-07 19:37:37,,2019-07-07 19:32:10,2019-07-07 19:21:56
1757,,,2019-07-07 20:27:16,,2019-07-07 20:44:45,2019-07-07 20:55:36,,,,,,2019-07-07 20:51:37,,2019-07-07 20:44:45,2019-07-07 20:37:35
1758,,,,,,,,,,,,2019-07-07 22:04:31,,2019-07-07 21:51:54,2019-07-07 21:46:43
1759,2019-07-07 22:56:51,,2019-07-07 22:15:12,,2019-07-07 22:15:12,2019-07-07 23:05:10,,,,,,2019-07-07 22:56:51,,2019-07-07 22:31:48,2019-07-07 22:27:19
1760,,,2019-07-08 01:08:57,,,,,,,,,2019-07-08 00:54:27,,2019-07-08 00:48:09,2019-07-08 00:04:56
1761,,,2019-07-08 02:17:25,,,,,,,,,2019-07-08 02:11:06,,2019-07-08 02:04:56,2019-07-08 01:27:22
1762,,,2019-07-08 02:39:11,,,,,,,,,2019-07-08 02:39:11,,2019-07-08 02:39:11,2019-07-08 02:43:18
1763,,,,,,,,,,,,2019-07-08 03:03:30,,2019-07-08 03:08:28,2019-07-08 03:03:30
1764,,,2019-07-08 03:42:43,,,,,,,,,2019-07-08 04:04:34,,2019-07-08 04:04:34,2019-07-08 03:53:39
1765,,,2019-07-08 04:33:04,,,,,,,,,2019-07-08 04:33:04,,2019-07-08 04:38:14,2019-07-08 04:33:04
1766,,,2019-07-08 04:45:04,,,,,,,,,,,,
1767,,,2019-07-08 05:41:12,,,,,,,,,2019-07-08 05:41:12,,2019-07-08 05:53:20,2019-07-08 05:47:41
1768,,,2019-07-08 06:16:23,,,,,,,,,,,,
1769,,,2019-07-08 06:49:10,,,,,,,,,2019-07-08 06:49:10,,2019-07-08 06:49:10,2019-07-08 06:45:58
1770,,,,,,,,,,,,2019-07-08 07:15:08,,2019-07-08 07:20:36,2019-07-08 07:15:08
1771,,,2019-07-08 07:50:33,,,,,,,,,2019-07-08 08:04:15,,2019-07-08 07:58:54,2019-07-08 07:50:33
1772,,,,2019-07-08 08:17:54,,,,,,,,2019-07-08 08:35:15,,2019-07-08 08:31:46,2019-07-08 08:27:19
1773,,,2019-07-08 09:02:30,,,,,,,,,,,,
1774,,,2019-07-08 09:54:24,,,,,,,,,,,,
1775,,,2019-07-08 10:11:02,,,,,,,,,2019-07-08 10:33:25,,2019-07-08 10:28:51,2019-07-08 10:25:33
1776,,,2019-07-08 10:59:35,,,,,,,,,2019-07-08 11:14:52,,2019-07-08 11:06:38,2019-07-08 10:59:35
1777,,,2019-07-08 11:49:05,2019-07-08 11:49:05,,,,,,,,2019-07-08 11:44:39,,2019-07-08 11:40:02,2019-07-08 11:34:19
1778,,,,,,,,,,,,2019-07-08 12:15:01,,2019-07-08 12:19:57,2019-07-08 12:15:01
1779,,,,,,,,,,,,2019-07-08 13:02:10,,2019-07-08 12:58:15,2019-07-08 12:53:40
1780,,,,,,,,,,,,2019-07-08 13:58:54,,2019-07-08 13:55:31,2019-07-08 13:47:28
1781,,,,,,,,,,,,2019-07-08 14:29:06,,2019-07-08 14:25:08,2019-07-08 14:19:44
1782,,,,,,,,,,,,2019-07-08 15:06:05,,2019-07-08 15:03:30,2019-07-08 14:55:30
1784,,,2019-07-08 16:05:53,,,,,,,,,,,2019-07-08 15:57:45,
1785,,,,,,,,,,,,,,2019-07-08 16:21:50,
1786,,,2019-07-08 17:14:53,,,,,2019-07-08 17:14:53,2019-07-08 17:23:24,,,,,,
1787,,,,,,,,,,,,,,2019-07-08 19:43:54,
1788,,,,2019-07-08 21:38:14,,,,,,,,2019-07-08 21:35:39,,2019-07-08 21:28:16,2019-07-08 21:20:20
1789,,,,2019-07-08 22:08:56,,,,,,,,,,2019-07-08 22:03:10,
1790,,,,2019-07-08 22:34:22,,,,,,,,,,2019-07-08 22:29:05,
1791,,,,2019-07-08 23:17:24,,,,,,,,,,,
1792,,,,2019-07-08 23:49:02,,,,,,,,,,,
1793,,,,2019-07-09 00:39:25,,,,,,,,,,,
1794,,,2019-07-09 02:26:02,,,2019-07-09 02:15:18,,,,,,,,2019-07-09 02:08:31,
1795,,,,2019-07-09 03:10:35,,,,,,,,2019-07-09 03:10:35,,2019-07-09 02:52:18,2019-07-09 02:46:16
1796,,,,2019-07-09 03:17:27,,,,,,,,2019-07-09 03:44:35,,2019-07-09 03:32:51,2019-07-09 03:28:01
1797,2019-07-09 04:01:44,,,2019-07-09 04:01:44,,,,,,,,2019-07-09 04:01:44,,2019-07-09 04:16:43,2019-07-09 04:08:05
1798,,,,,,2019-07-09 04:54:37,,,,,2019-07-09 04:40:52,2019-07-09 04:54:37,,2019-07-09 04:54:37,2019-07-09 04:48:53
1799,,,,,,,,,,2019-07-09 05:29:31,,2019-07-09 05:48:12,,2019-07-09 05:34:23,2019-07-09 05:29:31
1800,,,,2019-07-09 06:30:13,,,,,,2019-07-09 06:19:17,,,,2019-07-09 06:16:16,2019-07-09 06:10:48
1801,,,,2019-07-09 06:52:55,,,,,,2019-07-09 06:52:55,,2019-07-09 07:03:31,,2019-07-09 07:03:31,2019-07-09 07:03:31
1802,,,2019-07-09 08:21:53,2019-07-09 08:18:17,,,,,,,,2019-07-09 08:13:35,,2019-07-09 08:08:41,2019-07-09 07:55:42
1803,,,,2019-07-09 09:37:35,,,,,,,,2019-07-09 09:34:37,,2019-07-09 09:29:51,2019-07-09 09:17:38
1804,,,,,,,,,,,,2019-07-09 10:42:47,,2019-07-09 10:39:27,2019-07-09 10:32:53
1805,,,,2019-07-09 11:37:15,,,,,,,,2019-07-09 11:32:44,,2019-07-09 11:26:46,2019-07-09 11:21:25
1806,,,2019-07-09 13:44:11,,,,,,,,,2019-07-09 13:36:09,,2019-07-09 13:28:18,2019-07-09 13:24:10
1807,,,2019-07-09 14:06:19,2019-07-09 13:53:14,,,,,,,,2019-07-09 13:53:14,,2019-07-09 14:06:19,2019-07-09 14:01:12
1808,,,2019-07-09 14:36:47,2019-07-09 14:36:47,2019-07-09 14:36:47,,,,,,,2019-07-09 14:36:47,,2019-07-09 14:36:47,2019-07-09 14:48:34
1809,,,2019-07-09 16:58:24,2019-07-09 16:53:22,,,,,,,,,,2019-07-09 16:50:40,
1810,,,2019-07-09 17:27:24,,,,,,,,,,,,
1811,,,,2019-07-09 18:23:33,,,,,,,,2019-07-09 18:21:17,,2019-07-09 18:16:37,2019-07-09 18:11:34
1812,,,,2019-07-09 19:04:10,,,,,,,,,,2019-07-09 18:44:44,
1813,,,,2019-07-09 19:56:05,,,,,,,,2019-07-09 19:53:42,,,
1814,,,2019-07-09 20:51:06,,,,,,,2019-07-09 20:46:56,,,,2019-07-09 20:38:36,
1815,2019-07-09 21:25:01,,,2019-07-09 21:48:25,,,,,,2019-07-09 21:37:00,,2019-07-09 21:29:11,,2019-07-09 21:25:01,
1816,2019-07-09 22:56:41,,,2019-07-09 22:42:05,,,,,,,,2019-07-09 22:34:50,,2019-07-09 22:19:55,
1817,,,,,,,,,,,,2019-07-09 23:38:00,,2019-07-09 23:35:03,
1819,,,2019-07-10 00:53:31,,,,,,,,,2019-07-10 00:53:31,,2019-07-10 00:53:31,2019-07-10 00:53:31
1820,2019-07-10 02:37:50,,,2019-07-10 02:34:40,,,,,,,,2019-07-10 02:19:45,,2019-07-10 02:08:30,2019-07-10 02:03:47
1821,,,2019-07-10 03:02:41,,2019-07-10 03:27:50,,,,,,,2019-07-10 03:53:02,,2019-07-10 03:46:39,2019-07-10 03:27:50
1822,,,2019-07-10 04:22:34,,2019-07-10 04:28:19,,,,,,,,,2019-07-10 04:26:18,
1823,,,2019-07-10 05:05:26,,,,,,,,2019-07-10 04:55:12,,,2019-07-10 04:50:27,
1824,,,2019-07-10 05:53:35,,,,,,,,,,,2019-07-10 05:48:06,
1825,,,2019-07-10 06:29:49,,,,,,,,,,,2019-07-10 06:21:06,
1826,,,,,,,,,,,,2019-07-10 07:10:56,,2019-07-10 07:04:31,2019-07-10 06:57:28
1827,,,,,,2019-07-10 08:08:55,,,,,,2019-07-10 08:02:11,,2019-07-10 08:00:04,2019-07-10 07:36:45
1828,,,,,,2019-07-10 09:25:54,,,,,,,,2019-07-10 09:22:12,
1829,,,,,,2019-07-10 10:58:30,,,,,,2019-07-10 10:51:53,,2019-07-10 10:46:05,2019-07-10 10:39:32
1830,,,,,,,,,,,,2019-07-10 11:59:32,,2019-07-10 11:56:46,2019-07-10 11:42:23
1831,,,2019-07-10 12:24:52,,,,,,,,,2019-07-10 12:12:14,,2019-07-10 12:28:53,2019-07-10 12:24:52
1832,,,2019-07-10 12:46:08,,,,,,,,,2019-07-10 12:51:27,,2019-07-10 12:56:43,2019-07-10 12:51:27
1833,,,2019-07-10 13:44:59,,,,,,,,,2019-07-10 13:44:59,,2019-07-10 13:41:52,2019-07-10 13:30:48
1834,,,2019-07-10 14:07:23,,,,,,,,,2019-07-10 14:07:23,,2019-07-10 14:07:23,2019-07-10 14:07:23
1835,,,,,,,,,,,,2019-07-10 14:41:17,,2019-07-10 14:38:23,2019-07-10 14:35:11
1836,,,,,,,,,,,,2019-07-10 15:01:56,,2019-07-10 15:01:56,2019-07-10 14:53:51
1837,2019-07-10 16:29:50,,,,,,,,,,,2019-07-10 16:27:56,,2019-07-10 16:22:03,
1838,,,2019-07-10 17:02:57,,,,,,,,,2019-07-10 17:02:57,,2019-07-10 16:58:58,2019-07-10 16:52:40
1839,,,2019-07-10 18:36:00,,,,,,,,,,,,
1840,,,2019-07-10 19:42:47,,,,,,,,,,,,
1841,,,2019-07-10 20:27:06,,,,,,,,,,,,
1842,,,,2019-07-10 21:16:19,,,,,,,,2019-07-10 21:12:41,,2019-07-10 21:08:15,2019-07-10 21:00:37
1843,,,,2019-07-10 21:42:51,,,,,,,,,,,
1844,,,2019-07-10 22:17:35,,,,,,,,,2019-07-10 22:39:12,,2019-07-10 22:26:00,2019-07-10 22:17:35
1845,,,,2019-07-10 23:21:12,,,,,,,,2019-07-10 23:14:23,,2019-07-10 23:08:15,2019-07-10 23:01:57
1846,,,,2019-07-10 23:34:21,,,,,,,,2019-07-10 23:34:21,,2019-07-10 23:48:05,2019-07-10 23:41:00
1847,,,,2019-07-11 00:59:36,,,,,,,,2019-07-11 00:55:34,,2019-07-11 00:42:05,2019-07-11 00:27:31
1848,,,,2019-07-11 01:08:45,,,,,,,,2019-07-11 01:08:45,,2019-07-11 01:15:08,2019-07-11 01:34:51
1849,,,,2019-07-11 01:53:41,,,,,,,,2019-07-11 01:43:09,,2019-07-11 01:57:56,2019-07-11 01:53:41
1850,,,,2019-07-11 02:26:49,,,,,,,,2019-07-11 02:26:49,,2019-07-11 02:26:49,2019-07-11 02:48:16
1851,,,,2019-07-11 02:58:20,,,,,,,,2019-07-11 03:10:43,2019-07-11 03:10:43,,2019-07-11 03:10:43
1852,,,,2019-07-11 03:23:11,,,,,,,,2019-07-11 03:45:26,,2019-07-11 03:40:54,2019-07-11 03:23:11
1853,,,,,,,,,,,,2019-07-11 04:27:41,,2019-07-11 04:23:35,2019-07-11 04:17:42
1854,,,2019-07-11 05:54:32,,,,,,,,2019-07-11 05:54:32,2019-07-11 05:44:13,,2019-07-11 05:38:24,2019-07-11 05:31:00
1855,,,2019-07-11 07:46:19,,,,,,,,,2019-07-11 07:34:41,,2019-07-11 07:29:39,2019-07-11 06:43:11
1856,,,2019-07-11 08:48:05,,,,,,,,,2019-07-11 08:42:51,,2019-07-11 08:05:43,2019-07-11 07:58:51
1857,,,,,,,,,,,2019-07-11 09:25:45,,,2019-07-11 09:18:17,
1858,,,,,,,,,,,,2019-07-11 09:43:05,,2019-07-11 09:43:05,2019-07-11 09:43:05
1859,,,,,,,,,,,,2019-07-11 10:21:59,,2019-07-11 10:15:26,2019-07-11 10:21:59
1860,,,2019-07-11 10:47:04,,,,,,,,,2019-07-11 10:56:16,,2019-07-11 10:51:42,2019-07-11 10:47:04
1861,,,2019-07-11 11:23:16,,,,,,,,,2019-07-11 11:16:50,,2019-07-11 11:16:50,2019-07-11 11:23:16
1862,,,2019-07-11 12:43:39,,,,,,,,,,,2019-07-11 12:29:46,
1863,,,2019-07-11 12:58:52,,,,,,,,,2019-07-11 12:58:52,,2019-07-11 12:58:52,2019-07-11 13:06:30
1864,,,,,,2019-07-11 13:48:19,,,,,,2019-07-11 14:14:18,,2019-07-11 14:14:18,2019-07-11 14:02:43
1865,2019-07-11 15:05:01,,2019-07-11 15:05:01,,,,,,,,,2019-07-11 15:05:01,,2019-07-11 15:05:01,2019-07-11 15:05:01
1866,2019-07-11 17:09:01,,2019-07-11 17:04:38,,,,,,,,,2019-07-11 16:54:21,,2019-07-11 16:32:52,2019-07-11 16:12:50
1867,,,2019-07-11 17:32:09,,,,,,,,,,,2019-07-11 17:40:48,
1868,,,2019-07-11 18:25:47,,,,,,,,,,,2019-07-11 18:25:47,
1869,,,2019-07-11 19:32:20,,,,,,,,,,,2019-07-11 19:27:05,
1870,,,,,,,,,,,,2019-07-11 20:19:18,,,
1871,,,2019-07-11 21:33:37,,,,,,,,,2019-07-11 21:33:37,,2019-07-11 21:28:18,2019-07-11 21:20:21
1872,,,2019-07-11 22:12:42,,,,,,,,,2019-07-11 22:11:07,,2019-07-11 21:56:24,
1873,,,2019-07-11 22:45:59,,,,,,,,,2019-07-11 23:25:06,,2019-07-11 23:20:16,2019-07-11 22:57:10
1874,,,2019-07-12 00:10:54,,,,,,,,,2019-07-12 00:31:34,,2019-07-12 00:10:54,2019-07-12 00:05:37
1875,,,2019-07-12 01:11:05,,,,,,,,,2019-07-12 00:59:59,,2019-07-12 00:59:59,2019-07-12 01:11:05
1876,,,2019-07-12 01:40:39,,,,,,,,,2019-07-12 01:58:05,,2019-07-12 01:58:05,2019-07-12 01:44:59
1877,,,2019-07-12 02:35:12,,,,,,,,,2019-07-12 02:35:12,,2019-07-12 02:29:26,2019-07-12 02:15:03
1878,,,,,,2019-07-12 03:28:59,,,,,2019-07-12 03:15:38,,,2019-07-12 02:57:21,
1879,,,,,,2019-07-12 04:11:51,,,,,,2019-07-12 04:43:17,,2019-07-12 04:32:08,2019-07-12 04:21:13
1880,,,2019-07-12 10:21:30,,,2019-07-12 10:13:21,,,,,2019-07-12 09:06:13,2019-07-12 08:06:14,,2019-07-12 07:52:20,2019-07-12 07:45:54
1881,,,2019-07-12 13:55:14,,,2019-07-12 13:48:37,,,,,2019-07-12 13:43:25,2019-07-12 13:28:04,,2019-07-12 10:56:50,2019-07-12 10:42:42
1882,,,,2019-07-12 15:11:43,,,,,,,,2019-07-12 15:05:22,,2019-07-12 14:38:22,2019-07-12 14:18:49
1883,,,,2019-07-12 15:42:16,,,,,,,,2019-07-12 15:42:16,,2019-07-12 15:42:16,2019-07-12 15:35:45
1884,,,,2019-07-12 17:11:46,,,,,,,,2019-07-12 17:05:45,,2019-07-12 16:45:14,2019-07-12 16:38:14
1885,2019-07-12 18:07:10,,2019-07-12 17:55:08,2019-07-12 17:51:16,,,,,,,,2019-07-12 18:07:10,,2019-07-12 17:55:08,2019-07-12 17:51:16
1886,2019-07-12 18:53:16,,2019-07-12 18:43:46,2019-07-12 18:39:41,,,,,,,,2019-07-12 18:33:08,,2019-07-12 18:27:15,2019-07-12 18:24:49
1887,2019-07-12 19:29:31,,2019-07-12 20:01:58,2019-07-12 19:49:52,,,,,,,,2019-07-12 19:36:35,,2019-07-12 19:29:31,2019-07-12 19:23:30
1888,,,2019-07-12 20:24:25,2019-07-12 20:24:25,,,,,,,,2019-07-12 20:24:25,,2019-07-12 20:45:15,2019-07-12 20:24:25
1889,,,,2019-07-12 21:25:28,,,,,,2019-07-12 21:47:41,,2019-07-12 21:29:45,,2019-07-12 21:25:28,2019-07-12 21:13:53
1890,,,,,,2019-07-12 22:54:35,,,,,,2019-07-12 22:51:25,,2019-07-12 22:45:33,2019-07-12 22:41:03
1891,,,2019-07-12 23:14:42,2019-07-12 23:03:24,,,,,,,,2019-07-12 23:38:12,,2019-07-12 23:20:13,2019-07-12 23:14:42
1892,,,,2019-07-13 00:46:40,,,,,,,,2019-07-13 00:38:01,,2019-07-13 00:34:26,2019-07-13 00:19:35
1893,,,2019-07-13 01:30:58,,,,,,,,,2019-07-13 01:30:58,,2019-07-13 01:19:20,2019-07-13 01:07:34
1894,,,2019-07-13 01:51:25,,,,,,,,,2019-07-13 02:01:47,,2019-07-13 02:01:47,2019-07-13 01:57:42
1895,2019-07-13 02:20:59,,2019-07-13 02:40:07,,,,,,,,,2019-07-13 02:36:51,,2019-07-13 02:27:13,2019-07-13 02:23:10
1896,2019-07-13 03:04:10,,2019-07-13 03:04:10,2019-07-13 03:04:10,,,,,,,,2019-07-13 02:57:51,,2019-07-13 03:04:10,2019-07-13 03:04:10
1897,,,2019-07-13 03:55:47,2019-07-13 03:55:47,,,,,,,,2019-07-13 03:55:47,,2019-07-13 03:48:16,2019-07-13 03:41:59
1898,,,,,,2019-07-13 05:38:33,,,,,2019-07-13 05:33:18,,,2019-07-13 05:30:20,
1899,,,,,,2019-07-13 07:00:40,,,,,,2019-07-13 06:57:18,,2019-07-13 06:52:34,2019-07-13 06:47:54
1900,,,,,,,,,,,,2019-07-18 06:06:06,,2019-07-18 06:01:15,2019-07-18 05:51:01
1901,,,,,,2019-07-18 09:21:22,,,,,,,,2019-07-18 09:21:22,
1902,,,,2019-07-18 10:48:59,,,,,,,,2019-07-18 10:46:25,,2019-07-18 10:40:46,2019-07-18 10:35:55
1903,,,,2019-07-18 12:13:50,,,,,,,,2019-07-18 12:10:39,,2019-07-18 12:05:39,2019-07-18 11:59:11
1904,,,,2019-07-18 13:11:01,,,,,,,,2019-07-18 13:08:34,,2019-07-18 12:59:47,2019-07-18 12:53:54
1905,,,,2019-07-18 14:18:45,,,,,,,,2019-07-18 14:27:02,,2019-07-18 14:22:20,2019-07-18 14:18:45
1906,,,,2019-07-18 15:44:44,,,,,,,,2019-07-18 15:48:46,,2019-07-18 15:44:44,2019-07-18 15:28:44
1907,,,,2019-07-18 16:54:23,,,,,,,,,,,
1908,,,2019-07-18 18:49:06,2019-07-18 18:58:02,,,,,,,,2019-07-18 18:54:34,,2019-07-18 18:49:06,2019-07-18 18:42:42
1909,,,2019-07-18 19:40:00,,,,,,,2019-07-18 19:49:54,,,,,
1910,,,,,,,,,,2019-07-18 21:09:10,,2019-07-18 21:03:13,,2019-07-18 21:16:10,2019-07-18 21:09:10
1912,,,,2019-07-18 22:58:09,,,,,,,,2019-07-18 22:58:09,,2019-07-18 23:15:13,2019-07-18 22:58:09
1913,,,,2019-07-19 00:27:18,,,,,,,,2019-07-19 00:27:18,,2019-07-19 00:24:27,2019-07-19 00:13:48
1914,,,,2019-07-19 02:14:58,,,,,,,,,,,
1915,,,2019-07-19 04:31:28,,,,,,,,,,,2019-07-19 04:25:21,
1916,,,2019-07-19 05:35:52,,,,,,,,,,,2019-07-19 05:28:52,
1917,,,2019-07-19 06:30:05,,,,,,,,,2019-07-19 06:22:22,,2019-07-19 06:16:43,2019-07-19 06:11:06
1918,,,2019-07-19 07:14:53,,,,,,,,,2019-07-19 07:10:18,,2019-07-19 07:03:23,2019-07-19 06:51:30
1919,,,,,,2019-07-19 07:38:09,,,,,2019-07-19 07:43:27,2019-07-19 07:55:15,,2019-07-19 07:43:27,2019-07-19 07:38:09
1920,,,,,,2019-07-19 09:11:21,,,,,,,,2019-07-19 09:07:44,
1921,,,2019-07-19 10:22:50,,,2019-07-19 10:18:05,,,,,,2019-07-19 10:13:00,,2019-07-19 10:07:05,2019-07-19 09:56:27
1922,,,2019-07-19 11:02:27,,,,,,,,,2019-07-19 10:59:48,,2019-07-19 10:54:18,2019-07-19 10:49:43
1923,,,2019-07-19 13:19:57,,,2019-07-19 13:16:52,,,,,,2019-07-19 13:09:53,,2019-07-19 13:05:21,2019-07-19 12:33:07
1924,,,2019-07-19 13:33:42,,,2019-07-19 14:23:48,,,,,,2019-07-19 14:18:55,,2019-07-19 14:11:47,2019-07-19 13:38:13
1925,,,2019-07-19 15:36:10,,,2019-07-19 15:31:37,,,,,,2019-07-19 15:24:53,,2019-07-19 15:11:02,2019-07-19 15:07:25
1926,,,2019-07-19 16:55:34,,,2019-07-19 16:51:28,,,,,2019-07-19 16:46:45,2019-07-19 16:35:29,,2019-07-19 16:22:53,2019-07-19 16:16:49
1927,,,2019-07-19 17:54:11,,,2019-07-19 18:00:24,,,,,,2019-07-19 18:00:24,,2019-07-19 17:54:11,2019-07-19 17:42:17
1928,,,2019-07-19 19:04:15,,,2019-07-19 19:00:09,,,,,2019-07-19 18:55:00,,,,
1929,,,2019-07-19 19:37:36,,,2019-07-19 19:34:07,,,,,,,,2019-07-19 19:28:33,
1930,,,2019-07-19 20:09:27,,,2019-07-19 20:02:03,,,,,,2019-07-19 20:14:42,,2019-07-19 20:09:27,2019-07-19 20:02:03
1931,,,2019-07-19 21:10:29,,,2019-07-19 21:03:34,,,,,2019-07-19 20:59:43,,,2019-07-19 20:55:02,
1932,,,2019-07-19 22:06:21,,,2019-07-19 22:20:34,,,,,,2019-07-19 22:16:54,,2019-07-19 22:09:47,2019-07-19 22:06:21
