key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
1057,2019-06-13 01:53:16,,,,,,,,
1058,2019-06-13 02:31:27,,,,,,,,
1059,2019-06-13 04:05:35,,,,,,,,
1060,2019-06-13 04:54:29,,,,,,,,
1061,2019-06-13 07:08:45,,,,,,,,
1062,2019-06-13 08:06:03,,,,,,,,
1063,2019-06-13 08:19:03,,,,,,,,
1064,2019-06-13 08:50:22,,,,,,,,
1065,2019-06-13 09:59:30,,,,,,,,
1066,2019-06-13 12:43:05,,,,,,,,
1067,2019-06-13 13:25:48,,,,,,,,
1068,2019-06-13 14:13:20,,,,,,,,
1069,2019-06-13 14:53:02,,,,,,,,
1070,2019-06-13 15:43:01,2019-06-13 15:32:12,,,,,,,
1071,2019-06-13 16:14:12,2019-06-13 16:06:08,,,,,,,
1072,2019-06-13 16:36:12,,,,,,,,
1073,2019-06-13 17:14:53,,,,,,,,
1074,2019-06-13 17:43:37,,,,,,,,
1075,2019-06-13 18:20:59,,,,,,,,
1076,2019-06-13 19:11:19,,,,,,,,
1077,2019-06-13 19:44:27,,,,,,,,
1078,2019-06-13 20:32:08,,,,,,,,
1079,2019-06-13 22:02:40,,,,,,,,
1080,2019-06-13 22:35:50,,,,,,,,
1081,2019-06-13 23:48:37,,,,,,,,
1082,2019-06-14 00:40:37,,,,,,,,
1083,2019-06-14 01:48:10,2019-06-14 01:42:39,,,,,,,
1084,2019-06-14 02:25:19,,2019-06-14 02:18:05,,,,,,
1085,2019-06-14 03:21:04,2019-06-14 03:13:47,,,,,,,
1086,2019-06-14 03:42:13,,,,,,,,
1087,2019-06-14 04:24:57,,,,,,,,
1088,2019-06-14 05:11:01,,,,,,,,
1089,2019-06-14 06:04:26,,,,,,,,
1090,2019-06-14 06:30:58,,,,,,,,
1091,2019-06-14 07:11:38,,,,,,,,
1092,2019-06-14 07:57:51,,,,,,,,
1093,2019-06-14 09:27:43,2019-06-14 09:09:46,,,,,,,
1094,2019-06-14 10:07:10,,,,,,,,
1095,2019-06-14 11:03:00,,,,,,,,
1096,2019-06-14 11:52:12,,,,,,,,
1097,2019-06-14 12:28:23,,,,,,,,
1098,2019-06-14 13:15:25,2019-06-14 13:07:36,,,,,,,
1099,2019-06-14 13:56:02,2019-06-14 13:40:39,,,,,,,
1100,2019-06-14 14:47:01,2019-06-14 14:39:51,,,,,,,
1101,2019-06-14 15:08:43,2019-06-14 15:02:01,,,,,,,
1108,2019-06-14 20:20:17,2019-06-14 20:13:27,,,,,,,
1109,2019-06-14 21:04:26,2019-06-14 20:56:34,,,,,,,
1110,2019-06-14 21:47:41,2019-06-14 21:41:04,2019-06-14 21:33:28,,,,,,
1111,2019-06-14 22:28:56,2019-06-14 22:22:04,2019-06-14 22:16:16,,,,,,
1112,2019-06-14 22:56:25,2019-06-14 22:50:13,,,,,,,
1113,2019-06-14 23:18:48,,,,,,,,
1114,2019-06-14 23:55:01,,,,,,,,
1115,2019-06-15 00:37:58,2019-06-15 00:27:56,,,,,,,
1116,2019-06-15 01:17:21,2019-06-15 01:11:56,,,,,,,
1117,2019-06-15 01:39:44,,,,,,,,
1118,2019-06-15 02:18:37,,,,,,,,
1119,2019-06-15 02:54:47,,,,,,,,
1120,2019-06-15 04:03:59,,,,,,,,
1121,2019-06-15 05:19:55,,,,,,,,
1122,2019-06-15 05:57:34,,,,,,,,
1123,2019-06-15 07:13:59,,,,,,,,
1124,2019-06-15 07:43:27,,,,,,,,
1125,2019-06-15 08:14:46,,,,,,,,
1126,2019-06-15 08:45:01,,,,,,,,
1127,2019-06-15 09:53:42,,,,,,,,
1128,2019-06-15 10:49:34,,,,,,,,
1129,2019-06-15 11:58:46,,,,,,,,
1130,2019-06-15 12:34:59,,,,,,,,
1131,2019-06-15 13:12:09,,,,,,,,
1132,2019-06-15 14:00:58,,,,,,,,
1134,2019-06-15 14:51:36,,,,,,,,
1135,2019-06-15 17:09:09,,,,,,,,
1136,2019-06-15 18:54:20,,,,,,,,
1137,2019-06-15 19:39:40,,,,,,,,
1138,2019-06-15 21:29:54,,,,,,,,
1139,2019-06-15 22:26:17,,,,,,,,
1140,2019-06-15 23:33:41,,,,,,,,
1141,2019-06-16 00:47:57,,,,,,,,
1142,2019-06-16 01:08:49,,,,,,,,
1143,2019-06-16 02:28:00,,,,,,,,
1144,2019-06-16 03:31:12,,,,,,,,
1145,2019-06-16 04:15:23,,,,,,,,
1146,2019-06-16 04:40:13,,,,,,,,
1147,2019-06-16 05:25:48,,,,,,,,
1148,2019-06-16 05:56:30,,,,,,,,
1149,2019-06-16 06:41:43,,,,,,,,
1150,2019-06-16 07:29:30,,,,,,,,
1151,2019-06-16 08:17:55,,,,,,,,
1152,2019-06-16 08:50:45,,,,,,,,
1153,2019-06-16 09:48:05,,,,,,,,
1154,2019-06-16 10:21:14,,,,,,,,
1155,2019-06-16 10:48:10,,,,,,,,
1156,2019-06-16 12:19:06,,,,,,,,
1157,2019-06-16 13:29:56,,,,,,,,
1158,2019-06-16 14:01:29,,,,,,,,
1159,2019-06-16 14:21:58,,,,,,,,
1160,2019-06-16 14:59:12,,,,,,,,
1161,2019-06-16 15:36:41,,,,,,,,
1162,2019-06-16 16:13:22,,,,,,,,
1163,2019-06-16 17:42:41,,,,,,,,
1164,2019-06-16 18:39:53,,,,,,,,
1165,2019-06-16 19:30:54,,,,,,,,
1166,2019-06-16 20:25:32,,,,,,,,
1167,2019-06-16 21:07:28,,,,,,,,
1168,2019-06-16 21:35:49,,,,,,,,
1169,2019-06-16 22:08:29,,,,,,,,
1170,2019-06-16 22:41:28,,,,,,,,
1171,2019-06-16 23:43:05,,,,,,,,
1172,2019-06-17 00:01:19,,,,,,,,
1173,2019-06-17 00:46:03,,,,,,,,
1174,2019-06-17 01:12:31,2019-06-17 01:07:11,,,,,,,
1175,2019-06-17 01:54:11,,,,,,,,
1176,2019-06-17 02:31:00,2019-06-17 02:23:02,,,,,,,
1177,2019-06-17 03:07:37,2019-06-17 02:59:45,,,,,,,
1178,2019-06-17 03:40:51,,,,,,,,
1179,,2019-06-17 04:20:40,,,,,,,
1180,,2019-06-17 05:00:59,,,,,,,
1181,,2019-06-17 06:24:41,,,,,,,
1182,2019-06-17 07:08:57,2019-06-17 07:06:27,,,,,,,
1183,2019-06-17 08:24:36,2019-06-17 08:16:35,,,,,,,
1185,2019-06-17 10:17:40,,,,,,,,
1186,2019-06-17 11:15:39,2019-06-17 11:11:54,,,,,,,
1187,2019-06-17 11:34:33,,,,,,,,
1188,2019-06-17 12:49:14,,,,,,,,
1189,2019-06-17 13:19:17,2019-06-17 13:13:46,,,,,,,
1190,2019-06-17 13:40:24,,,,,,,,
1191,2019-06-17 14:13:02,,,,,,,,
1192,2019-06-17 15:10:06,2019-06-17 15:05:49,,,,,,,
1193,2019-06-17 15:33:58,,,,,,,,
1194,2019-06-17 16:27:44,,,,,,,,
1195,2019-06-17 17:07:35,,,,,,,,
1196,2019-06-17 18:02:28,,,,,,,,
1197,2019-06-17 18:50:08,,,,,,,,
1198,2019-06-17 20:18:44,,,,,,,,
1199,2019-06-17 21:04:30,,,,,,,,
1200,2019-06-17 22:08:37,,,,,,,,
1201,2019-06-17 23:19:00,,,,,,,,
1202,2019-06-18 00:11:08,,,,,,,,
1203,2019-06-18 01:09:59,,,,,,,,
1204,2019-06-18 01:52:33,,,,,,,,
1205,2019-06-18 02:36:04,,,,,,,,
1206,2019-06-18 03:10:16,,,,,,,,
1207,2019-06-18 04:17:54,,,,,,,,
1208,2019-06-18 04:50:43,2019-06-18 04:45:39,,,,,,,
1209,2019-06-18 05:38:39,,,,,,,,
1210,2019-06-18 06:09:18,,,,,,,,
1211,2019-06-18 06:31:29,,,,,,,,
1212,2019-06-18 06:59:08,2019-06-18 06:51:39,,,,,,,
1213,2019-06-18 07:32:06,,,,,,,,
1214,2019-06-18 08:02:57,,,,,,,,
1215,2019-06-18 09:26:16,,,,,,,,
1216,2019-06-18 10:47:57,,,,,,,,
1217,2019-06-18 11:35:10,2019-06-18 11:29:19,,,,,,,
1218,2019-06-18 12:12:46,2019-06-18 12:04:00,,,,,,,
1219,2019-06-18 13:08:23,,,,,,,,
1220,2019-06-18 13:54:26,,,,,,,,
1221,2019-06-18 14:50:13,,,,,,,,
1222,2019-06-18 15:23:44,,,,,,,,
1223,2019-06-18 16:29:35,,,,,,,,
1224,2019-06-18 17:10:20,,,,,,,,
1225,2019-06-18 18:02:21,,,,,,,,
1226,2019-06-18 18:40:33,,,,,,,,
1227,2019-06-18 19:32:11,,,,,,,,
1228,2019-06-18 20:41:30,2019-06-18 20:24:43,,,,,,,
1229,2019-06-18 21:22:39,2019-06-18 21:12:37,,,,,,,
1230,2019-06-18 22:12:04,2019-06-18 22:04:31,,,,,,,
1231,2019-06-18 22:40:45,2019-06-18 22:33:53,,,,,,,
1232,2019-06-18 23:48:16,2019-06-18 23:34:53,,,,,,,
1233,2019-06-19 00:37:40,,,,,,,,
1234,2019-06-19 01:11:02,,,,,,,,
1235,2019-06-19 02:24:16,,,,,,,,
1236,2019-06-19 04:45:45,,,,,,,,
1237,2019-06-19 05:41:40,,,,,,,,
1238,2019-06-19 06:46:46,,,,,,,,
1239,2019-06-19 07:16:19,,,,,,,,
1240,2019-06-19 08:00:16,,,,,,,,
1241,2019-06-19 09:20:41,,,,,,,,
1242,2019-06-19 09:57:44,,,,,,,,
1243,2019-06-19 10:39:40,,,,,,,,
1244,2019-06-19 12:01:15,2019-06-19 11:49:29,,,,,,,
1245,2019-06-19 12:45:56,,,,,,,,
1246,2019-06-19 13:38:56,,,,,,,,
1247,2019-06-19 14:33:21,,,,,,,,
1248,2019-06-19 15:57:22,,,,,,,,
1249,2019-06-19 17:41:37,,,,,,,,
1250,2019-06-19 18:27:15,,,,,,,,
1251,2019-06-19 19:07:37,,,,,,,,
1252,2019-06-19 19:47:42,,,,,,,,
1253,2019-06-19 20:19:36,,,,,,,,
1254,2019-06-19 21:01:58,,,,,,,,
1255,2019-06-19 21:35:27,,,,,,,,
1256,2019-06-19 22:24:46,,,,,,,,
1257,2019-06-19 23:22:45,,,,,,,,
1258,2019-06-20 00:00:05,,,,,,,,
1259,2019-06-20 00:22:43,,,,,,,,
1260,2019-06-20 01:02:04,,,,,,,,
1261,2019-06-20 01:44:03,,,,,,,,
1262,2019-06-20 02:12:37,,,,,,,,
1263,2019-06-20 02:51:11,,,,,,,,
1264,2019-06-20 03:52:16,,,,,,,,
1265,2019-06-20 05:14:39,,,,,,,,
1266,2019-06-20 05:34:49,,,,,,,,
1267,2019-06-20 06:14:20,,,,,,,,
1268,2019-06-20 08:11:47,,,,,,,,
1269,2019-06-20 10:51:47,2019-06-20 10:46:02,,,,,,,
1270,2019-06-20 11:33:07,,,,,,,,
1271,2019-06-20 11:52:18,,,,,,,,
1272,2019-06-20 12:42:25,,,,,,,,
1273,2019-06-20 13:22:44,,,,,,,,
1274,2019-06-20 14:10:57,,,,,,,,
1275,2019-06-20 14:46:53,,,,,,,,
1276,2019-06-20 15:55:54,,,,,,,,
1277,2019-06-20 16:23:30,,,,,,,,
1278,2019-06-20 17:23:59,,,,,,,,
1279,2019-06-20 18:05:33,,,,,,,,
1280,2019-06-20 18:55:28,,,,,,,,
1281,2019-06-20 19:28:55,,,,,,,,
1282,2019-06-20 20:05:44,,,,,,,,
1283,2019-06-20 20:35:49,,,,,,,,
1284,2019-06-20 21:07:35,,,,,,,,
1285,2019-06-20 21:41:01,,,,,,,,
1286,2019-06-20 22:24:04,,,,,,,,
1287,2019-06-20 22:38:50,,,,,,,,
1288,2019-06-20 23:36:10,,,,,,,,
1289,2019-06-21 00:33:32,,,,,,,,
1290,2019-06-21 02:33:37,,,,,,,,
1291,2019-06-21 03:47:17,,,,,,,,
1292,2019-06-21 05:08:56,2019-06-21 04:58:26,,,,,,,
1293,2019-06-21 06:06:32,2019-06-21 06:00:18,,,,,,,
1294,2019-06-21 06:43:00,,,,,,,,
1295,2019-06-21 07:48:11,,,,,,,,
1296,2019-06-21 09:16:06,,,,,,,,
1297,2019-06-21 09:46:57,,,,,,,,
1298,2019-06-21 10:33:10,2019-06-21 10:25:19,,,,,,,
1299,2019-06-21 12:04:53,,,,,,,,
1301,2019-06-21 12:50:32,,,,,,,,
1302,2019-06-21 13:53:31,,,,,,,,
1303,2019-06-21 14:39:16,2019-06-21 14:33:22,,,,,,,
1304,2019-06-21 15:09:16,,,,,,,,
1305,2019-06-21 16:14:53,2019-06-21 16:01:39,,,,,,,
1306,2019-06-21 17:12:14,,,,,,,,
1307,2019-06-21 18:05:08,,,,,,,,
1308,2019-06-21 18:58:16,2019-06-21 18:50:26,,,,,,,
1309,2019-06-21 19:32:54,2019-06-21 19:24:56,,,,,,,
1310,2019-06-21 20:42:10,2019-06-21 20:37:15,,,,,,,
1311,2019-06-21 21:09:32,2019-06-21 21:04:27,,,,,,,
1312,2019-06-21 21:50:30,2019-06-21 21:38:32,,,,,,,
1313,2019-06-21 22:26:32,2019-06-21 22:22:24,,,,,,,
1314,2019-06-21 22:48:40,2019-06-21 22:40:57,,,,,,,
1315,2019-06-21 23:36:15,2019-06-21 23:32:19,,,,,,,
1316,2019-06-22 00:06:16,,,,,,,,
1317,2019-06-22 00:34:12,,,,,,,,
1318,2019-06-22 01:16:19,,,,,,,,
1319,2019-06-22 01:40:56,,,,,,,,
1320,2019-06-22 02:45:49,,,,,,,,
1321,2019-06-22 03:40:51,2019-06-22 03:28:00,,,,,,,
1322,2019-06-22 04:16:49,,,,,,,,
1323,2019-06-22 04:58:40,,,,,,,,
1324,2019-06-22 05:34:02,,,,,,,,
1325,2019-06-22 06:05:20,,,,,,,,
1326,2019-06-22 06:47:30,2019-06-22 06:40:21,,,,,,,
1327,2019-06-22 07:23:58,,,,,,,,
1328,2019-06-22 08:34:07,,,,,,,,
1329,2019-06-22 09:22:50,,,,,,,,
1330,2019-06-22 10:07:29,,,,,,,,
1331,2019-06-22 11:38:48,,,,,,,,
1332,2019-06-22 12:15:54,,,,,,,,
1333,2019-06-22 12:52:19,,,,,,,,
1334,2019-06-22 14:26:02,,,,,,,,
1335,2019-06-22 14:43:46,,,,,,,,
1336,2019-06-22 15:32:53,,,,,,,,
1337,2019-06-22 16:18:42,,,,,,,,
1338,2019-06-22 17:46:23,,,,,,,,
1339,2019-06-22 18:10:43,,,,,,,,
1340,2019-06-22 19:10:32,2019-06-22 19:06:46,,,,,,,
1341,2019-06-22 23:42:59,,,,,,,,
1342,2019-06-23 00:26:55,,,,,,,,
1343,2019-06-23 00:55:51,,,,,,,,
1344,2019-06-23 01:38:00,,,,,,,,
1345,2019-06-23 02:53:54,,,,,,,,
1346,2019-06-23 06:16:19,,,,,,,,
1347,2019-06-23 07:22:46,,,,,,,,
1348,2019-06-23 08:11:19,,,,,,,,
1349,2019-06-23 09:42:53,,,,,,,,
1350,2019-06-23 11:00:52,,,,,,,,
1351,2019-06-23 12:03:58,,,,,,,,
1352,2019-06-23 13:49:10,,,,,,,,
1353,2019-06-23 14:44:58,,,,,,,,
1354,2019-06-23 15:37:36,,,,,,,,
1355,2019-06-23 16:10:38,,,,,,,,
1356,2019-06-23 17:07:51,,,,,,,,
1357,2019-06-23 17:50:38,,,,,,,,
1358,2019-06-23 18:22:09,,,,,,,,
1359,2019-06-23 18:56:09,,,,,,,,
1360,2019-06-23 19:54:03,,,,,,,,
1361,2019-06-23 20:22:50,,,,,,,,
1362,2019-06-23 21:44:20,,,,,,,,
1363,2019-06-23 22:01:04,,,,,,,,
1364,2019-06-23 22:54:06,,,,,,,,
1365,2019-06-24 00:19:30,,,,,,,,
1366,2019-06-24 01:04:52,,,,,,,,
1367,2019-06-24 01:43:50,,,,,,,,
1368,2019-06-24 02:17:07,,,,,,,,
1369,2019-06-24 03:26:53,2019-06-24 03:26:53,,,,,,,
1370,2019-06-24 04:01:02,2019-06-24 03:52:43,,,,,,,
1371,2019-06-24 05:16:54,,,,,,,,
1372,2019-06-24 06:05:23,2019-06-24 05:58:04,,,,,,,
1373,2019-06-24 07:06:18,2019-06-24 06:58:20,,,,,,,
1374,2019-06-24 08:07:03,2019-06-24 07:57:10,,,,,,,
1375,2019-06-24 09:15:41,2019-06-24 09:01:02,,,,,,,
1376,2019-06-24 09:47:28,,,,,,,,
1377,2019-06-24 11:33:48,2019-06-24 11:26:14,,,,,,,
1378,2019-06-24 12:13:04,,,,,,,,
1381,2019-06-24 14:54:41,,,,,,,,
1382,2019-06-24 15:13:33,,,,,,,,
1383,2019-06-24 16:07:49,2019-06-24 16:02:08,,,,,,,
1384,2019-06-24 16:44:03,,,,,,,,
1385,2019-06-24 17:31:35,2019-06-24 17:24:16,,,,,,,
1386,2019-06-24 18:12:44,,,,,,,,
1387,2019-06-24 18:50:59,2019-06-24 18:45:40,,,,,,,
1388,2019-06-24 19:28:50,,,,,,,,
1389,2019-06-24 20:41:09,2019-06-24 20:37:56,,,,,,,
1390,2019-06-24 21:06:07,2019-06-24 21:00:07,,,,,,,
1391,2019-06-24 21:53:01,2019-06-24 21:46:29,,,,,,,
1392,2019-06-24 22:24:58,2019-06-24 22:19:06,,,,,,,
1393,2019-06-24 23:06:29,2019-06-24 22:57:26,,,,,,,
1394,2019-06-24 23:33:14,2019-06-24 23:25:22,,,,,,,
1395,2019-06-25 00:23:39,2019-06-25 00:17:15,,,,,,,
1396,2019-06-25 01:01:50,2019-06-25 00:57:41,,,,,,,
1397,2019-06-25 01:37:50,,,,,,,,
1398,2019-06-25 03:26:44,2019-06-25 03:20:40,,,,,,,
1399,2019-06-25 04:10:26,2019-06-25 04:04:02,,,,,,,
1400,2019-06-25 04:45:45,2019-06-25 04:42:13,,,,,,,
1401,2019-06-25 05:58:15,,,,,,,,
1402,2019-06-25 06:33:27,,,,,,,,
1403,2019-06-25 07:04:23,,,,,,,,
1404,2019-06-25 07:48:37,,,,,,,,
1405,2019-06-25 09:04:46,,,,,,,,
1406,2019-06-25 09:34:09,,,,,,,,
1407,2019-06-25 10:06:07,,,,,,,,
1408,2019-06-25 11:06:45,2019-06-25 11:00:11,,,,,,,
1409,2019-06-25 12:09:15,2019-06-25 12:03:30,,,,,,,
1410,2019-06-25 13:15:23,2019-06-25 13:05:35,,,,,,,
1411,2019-06-25 14:31:23,2019-06-25 14:19:07,,,,,,,
1412,2019-06-25 15:14:09,2019-06-25 15:04:33,,,,,,,
1413,2019-06-25 16:05:49,2019-06-25 15:52:45,,,,,,,
1414,2019-06-25 16:30:49,,,,,,,,
1415,2019-06-25 17:13:38,2019-06-25 17:07:35,,,,,,,
1416,2019-06-25 17:37:56,2019-06-25 17:30:53,,,,,,,
1417,2019-06-25 18:19:51,2019-06-25 18:13:24,,,,,,,
1418,2019-06-25 18:49:04,2019-06-25 18:41:16,,,,,,,
1419,2019-06-25 19:15:45,,,,,,,,
1420,2019-06-25 19:59:26,,,,,,,,
1421,2019-06-25 20:32:19,,,,,,,,
1422,2019-06-25 21:12:22,,,,,,,,
1423,2019-06-25 22:03:00,,,,,,,,
1424,2019-06-25 22:32:59,,,,,,,,
1425,2019-06-25 22:50:57,,,,,,,,
1426,2019-06-25 23:51:49,,,,,,,,
1427,2019-06-26 00:32:53,,,,,,,,
1428,2019-06-26 01:22:52,,,,,,,,
1429,2019-06-26 02:46:47,,,,,,,,
1430,2019-06-26 03:28:21,,,,,,,,
1431,2019-06-26 04:23:57,,,,,,,,
1432,2019-06-26 05:33:25,,,,,,,,
1433,2019-06-26 06:05:41,,,,,,,,
1434,2019-06-26 07:23:55,,,,,,,,
1435,2019-06-26 08:59:03,,,,,,,,
1436,2019-06-26 10:00:43,,,,,,,,
1438,2019-06-26 11:04:29,2019-06-26 10:50:56,,,,,,,
1439,2019-06-26 12:06:34,,,,,,,,
1440,2019-06-26 12:58:30,2019-06-26 12:55:45,,,,,,,
1441,2019-06-26 13:26:36,,,,,,,,
1442,2019-06-26 14:02:36,,,,,,,,
1443,2019-06-26 14:40:31,,,,,,,,
1444,2019-06-26 15:40:08,,,,,,,,
1445,2019-06-26 16:21:29,,,,,,,,
1446,2019-06-26 17:16:16,,,,,,,,
1447,2019-06-26 18:59:36,,,,,,,,
1448,2019-06-26 20:09:09,,,,,,,,
1449,2019-06-26 21:00:48,,,,,,,,
1450,2019-06-26 23:00:05,,,,,,,,
1451,2019-06-26 23:59:54,,,,,,,,
1452,2019-06-27 00:54:29,,,,,,,,
1453,2019-06-27 04:08:58,,,,,,,,
1454,2019-06-27 04:59:36,,,,,,,,
1455,2019-06-27 05:55:27,2019-06-27 05:40:51,,,,,,,
1456,2019-06-27 06:28:41,,,,,,,,
1457,2019-06-27 07:18:26,,,,,,,,
1458,2019-06-27 09:24:19,2019-06-27 09:13:05,,,,,,,
1459,2019-06-27 10:32:29,2019-06-27 10:22:18,,,,,,,
1460,2019-06-27 11:49:36,,,,,,,,
1461,2019-06-27 13:09:47,,,,,,,,
1462,2019-06-27 13:23:35,,,,,,,,
1463,2019-06-27 14:08:10,,,,,,,,
1464,2019-06-27 14:40:13,,,,,,,,
1465,2019-06-27 15:40:42,,,,,,,,
1466,2019-06-27 16:18:17,,,,,,,,
1467,2019-06-27 17:07:23,,,,,,,,
1468,2019-06-27 17:51:43,,,,,,,,
1469,2019-06-27 18:22:29,,,,,,,,
1470,2019-06-27 21:11:03,,,,,,,,
1471,2019-06-27 22:21:02,,,,,,,,
1472,2019-06-27 22:55:25,,,,,,,,
1473,2019-06-27 23:21:25,,,,,,,,
1474,2019-06-28 00:02:00,,,,,,,,
1475,2019-06-28 01:06:38,,,,,,,,
1476,2019-06-28 01:38:55,,,,,,,,
1477,2019-06-28 02:33:46,,,,,,,,
1478,2019-06-28 03:21:34,,,,,,,,
1479,2019-06-28 03:42:09,,,,,,,,
1480,2019-06-28 04:13:02,,,,,,,,
1481,2019-06-28 04:38:33,,,,,,,,
1482,2019-06-28 05:57:54,,,,,,,,
1483,2019-06-28 06:34:16,,,,,,,,
1484,2019-06-28 07:34:03,,,,,,,,
1485,2019-06-28 08:18:39,,,,,,,,
1486,2019-06-28 08:42:29,,,,,,,,
1487,2019-06-28 09:11:47,,,,,,,,
1488,2019-06-28 09:46:30,,,,,,,,
1489,2019-06-28 10:31:42,,,,,,,,
1490,2019-06-28 11:32:35,,,,,,,,
1491,2019-06-28 12:41:38,,,,,,,,
1492,2019-06-28 14:34:38,,,,,,,,
1493,2019-06-28 15:18:20,,,,,,,,
1494,2019-06-28 16:32:15,,,,,,,,
1495,2019-06-28 17:14:20,,,,,,,,
1496,2019-06-28 17:42:31,2019-06-28 17:35:42,,,,,,,
1497,2019-06-28 18:16:01,2019-06-28 18:11:32,,,,,,,
1498,2019-06-28 18:53:18,2019-06-28 18:46:03,,,,,,,
1499,2019-06-28 19:16:50,,,,,,,,
1500,2019-06-28 20:05:20,,,,,,,,
1501,2019-06-28 21:00:52,,,,,,,,
1502,2019-06-28 21:44:55,2019-06-28 21:32:27,,,,,,,
1503,2019-06-28 22:28:34,2019-06-28 22:20:30,,,,,,,
1504,2019-06-28 23:01:56,2019-06-28 22:50:22,,,,,,,
1505,2019-06-28 23:47:06,2019-06-28 23:43:50,,,,,,,
1506,2019-06-29 00:59:43,2019-06-29 00:50:36,,,,,,,
1507,2019-06-29 01:52:46,,,,,,,,
1508,2019-06-29 02:29:23,2019-06-29 02:25:54,,,,,,,
1509,2019-06-29 03:01:18,2019-06-29 02:50:52,,,,,,,
1510,2019-06-29 03:33:24,2019-06-29 03:26:54,,,,,,,
1511,2019-06-29 04:20:48,2019-06-29 04:18:13,,,,,,,
1512,2019-06-29 05:01:33,,,,,,,,
1513,2019-06-29 07:24:42,2019-06-29 07:20:06,,,,,,,
1514,2019-06-29 09:28:31,,,,,,,,
1515,2019-06-29 12:12:44,2019-06-29 11:46:24,,,,,,,
1516,2019-06-29 13:11:53,,,,,,,,
1517,2019-06-29 14:09:19,2019-06-29 14:06:00,,,,,,,
1518,2019-06-29 14:42:50,2019-06-29 14:39:11,,,,,,,
1519,2019-06-29 14:55:02,,,,,,,,
1520,2019-06-29 16:07:35,2019-06-29 15:40:40,,,,,,,
1521,2019-06-29 16:33:21,2019-06-29 16:25:56,,,,,,,
1522,2019-06-29 17:06:49,,,,,,,,
1523,2019-06-29 17:46:44,,,,,,,,
1524,2019-06-29 19:44:22,,,,,,,,
1529,2019-06-30 05:23:55,2019-06-30 05:15:41,,,,,,,
1530,2019-06-30 06:18:23,2019-06-30 06:11:20,,,,,,,
1531,2019-06-30 07:07:46,2019-06-30 07:02:33,,,,,,,
1532,2019-06-30 07:48:45,2019-06-30 07:43:06,,,,,,,
1533,2019-06-30 08:25:43,2019-06-30 08:15:24,,,,,,,
1534,2019-06-30 09:21:12,2019-06-30 09:14:00,,,,,,,
1535,2019-06-30 10:06:02,,,,,,,,
1536,2019-06-30 10:46:53,2019-06-30 10:38:27,,,,,,,
1537,2019-06-30 11:26:41,2019-06-30 11:20:08,,,,,,,
1538,,2019-06-30 12:10:32,,,,,,,
1539,2019-06-30 12:37:07,2019-06-30 12:31:31,,,,,,,
1540,2019-06-30 13:08:54,2019-06-30 12:56:12,,,,,,,
1541,2019-06-30 14:04:52,,,,,,,,
1542,2019-06-30 14:17:11,2019-06-30 14:13:10,,,,,,,
1543,2019-06-30 15:13:27,2019-06-30 14:55:27,,,,,,,
1544,2019-06-30 15:43:03,2019-06-30 15:35:06,,,,,,,
1545,2019-06-30 16:42:38,2019-06-30 16:35:43,,,,,,,
1546,2019-06-30 17:21:59,,,,,,,,
1547,2019-06-30 17:41:59,,,,,,,,
1548,2019-06-30 18:34:12,,,,,,,,
1549,2019-06-30 18:58:21,,,,,,,,
1550,2019-06-30 19:48:04,2019-06-30 19:30:34,,,,,,,
1551,2019-06-30 20:31:19,2019-06-30 20:20:25,,,,,,,
1552,2019-06-30 21:18:26,2019-06-30 21:12:26,,,,,,,
1553,2019-06-30 21:46:02,,,,,,,,
1554,2019-06-30 22:20:25,,,,,,,,
1555,2019-06-30 22:49:52,,,,,,,,
1556,2019-06-30 23:39:13,2019-06-30 23:28:43,,,,,,,
1557,2019-07-01 00:03:51,,,,,,,,
1558,2019-07-01 00:46:17,,,,,,,,
1559,2019-07-01 02:06:11,,,,,,,,
1560,2019-07-01 03:07:45,2019-07-01 03:05:24,,,,,,,
1561,2019-07-01 03:40:47,,,,,,,,
1562,2019-07-01 04:40:12,,,,,,,,
1563,2019-07-01 05:54:36,,,,,,,,
1567,2019-07-01 09:59:01,,,,,,,,
1568,2019-07-01 10:49:31,,,,,,,,
1569,2019-07-01 11:27:35,2019-07-01 11:23:11,,,,,,,
1570,2019-07-01 12:39:18,2019-07-01 12:17:14,,,,,,,
1571,2019-07-01 13:43:30,2019-07-01 13:34:49,,,,,,,
1572,2019-07-01 14:13:32,2019-07-01 14:06:40,,,,,,,
1573,2019-07-01 15:21:24,2019-07-01 15:08:14,,,,,,,
1574,2019-07-01 16:14:09,2019-07-01 16:07:36,,,,,,,
1575,2019-07-01 17:12:05,2019-07-01 17:08:41,,,,,,,
1576,2019-07-01 17:53:35,2019-07-01 17:47:38,,,,,,,
1577,2019-07-01 18:32:45,2019-07-01 18:27:44,,,,,,,
1578,,2019-07-01 19:09:00,,,,,,,
1579,2019-07-01 19:37:39,,,,,,,,
1580,2019-07-01 20:17:44,2019-07-01 20:10:14,,,,,,,
1581,2019-07-01 21:32:14,2019-07-01 21:25:06,,,,,,,
1582,2019-07-01 22:21:24,2019-07-01 22:12:43,,,,,,,
1583,2019-07-01 23:04:18,2019-07-01 22:56:07,,,,,,,
1584,2019-07-01 23:48:26,2019-07-01 23:42:52,,,,,,,
1585,2019-07-02 00:23:36,2019-07-02 00:19:00,,,,,,,
